"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"88","Guyana",2015,"GUY",755043,NA,0.039,0.052,2.003,0.031,1.588,8.195,0.837,11.381,10.854,NA,0.975,2.653,NA,0.238,0,0,NA,NA,NA,0.04,88.746,699.131,0.033,0,0,973.525,88.672,NA,11127.58,NA,0,0,0,0,6.423,28.594,6.192,8.201,1.76,2.331,0.97,1.285,1.964,2.601,NA,NA,8.402,0.003,0.006,0.02,0,0,0.006,0.031,0,0,0,0.136,0.017,NA,0,0,0.115,0.016,NA,21.59,4.85,NA,NA,NA,"Amérique"
"89","Haiti",2015,"HTI",10563762,17862467584,0.078,0.007,2.661,-0.044,-1.626,5.042,-1.07,-17.504,0.477,0.282,0.372,0.252,0.149,0.196,0,0,NA,NA,NA,3.903,60.552,412.955,0.945,0,0,890.169,55.704,NA,1284.612,0.76,0,0,0,0,0.955,1.017,2.382,0.225,5.05,0.478,1.55,0.147,2.583,0.245,NA,NA,13.57,0.005,0.007,0.012,0,0.011,0.004,0.019,0,0,0,0.124,0.01,NA,0,0,0.044,0.022,NA,10.74,10.09,NA,NA,1690.91916156384,"Amérique"
"90","Honduras",2015,"HND",9294510,40757800960,0.723,0.078,10.348,0.867,9.142,30.097,7.828,35.154,3.238,0.738,0.613,1.113,0.254,0.211,0.337,0.036,8.137,0.875,0.2,16.33,210.245,1865.273,5.258,0,0,3050.793,188.656,NA,5278.352,1.204,0,0,0,0,2.284,2.944,19.749,2.125,7.58,0.816,2.96,0.318,9.288,0.999,NA,NA,49.06,0.05,0.029,0.074,0.002,0.046,0.014,0.084,0.001,0,0,0.426,0.035,NA,0,0,0.367,0.078,NA,27.36,21.23,-2.211,-21.369,4385.14789483254,"Amérique"
"91","Hong Kong",2015,"HKG",7399845,342917120000,0.737,0.1,42.4,-3.092,-6.796,42.473,-3.128,-6.86,5.74,0.124,0.13,5.73,0.124,0.13,25.371,3.429,91.113,12.313,0.266,29.162,1418.588,1430.679,668.962,0,93.182,13.447,627.282,NA,44121.883,0.952,0,0,6.082,0.822,NA,NA,0.073,0.01,NA,NA,NA,NA,10.211,1.38,NA,NA,326.495,0.051,0.119,0.104,0.172,0.082,0.093,0.064,0.093,0,0.045,0.002,0.118,NA,0,0.09,0.001,0.086,NA,NA,NA,48.713,114.889,46341.122009988,"Asie"
"92","Hungary",2015,"HUN",9844250,224257294336,0.676,0.069,46.653,2.924,6.686,37.897,3.766,11.035,3.85,0.169,0.151,4.739,0.208,0.186,10.517,1.068,59.298,6.024,0.264,84.659,4767.596,5454.369,2566.879,11.978,915.117,704.697,1168.715,20.248,25506.002,1.12,0.132,0.013,18.23,1.852,5.941,6.077,-8.757,-0.89,7.24,0.735,5.37,0.545,16.531,1.679,0.058,0.568,251.087,0.047,0.131,0.093,0.071,0.238,0.314,0.244,0.358,0.075,0.437,0.098,0.219,0.257,0.034,0.269,-0.163,0.139,0.187,59.82,58.48,12.644,27.103,22780.5362862585,"Europe"
"93","Iceland",2015,"ISL",331068,13136775168,0,0,3.534,0.098,2.837,3.57,0.098,2.807,10.785,0.272,0.058,10.674,0.269,0.058,0.661,1.997,NA,NA,NA,2.751,134.323,300.266,15.801,3.293,0.004,165.943,112.409,0.064,184878.391,4.659,0.163,0.493,0,0.001,9.998,9.756,0.037,0.111,0.56,1.691,0.38,1.148,2.705,8.172,0.012,0.004,61.207,0,0.01,0.009,0.004,0.008,0.009,0.013,0.002,0.021,0,0.023,0.021,0.001,0.043,0,0.001,0.023,0.001,3.23,3.31,NA,NA,39679.9907209395,"Europe"
"94","India",2015,"IND",1322866560,7259602550784,117.508,0.089,2270.766,83.423,3.814,2453.856,141.901,6.138,1.855,0.338,0.306,1.717,0.313,0.283,1487.461,1.124,2125.896,1.607,0.293,1825.459,41905.102,83001.812,27181.479,164.719,1734.389,43885.375,10999.058,NA,6070.304,1.106,4.137,0.003,106.871,0.081,2.317,2.27,183.09,0.138,640.43,0.484,254.05,0.192,554.789,0.419,NA,NA,8030.202,8.135,6.386,5.993,10.112,5.131,2.759,3.72,3.793,1.029,0.829,6.122,2.061,NA,1.079,1.574,3.4,4.65,NA,3003.07,3064.54,-144.87,-6.38,5487.78143638615,"Asie"
"95","Indonesia",2015,"IDN",259091968,2650203488256,24.558,0.095,539.149,51.259,10.506,2372.652,976.163,69.901,9.158,0.895,1.22,2.081,0.203,0.277,197.815,0.763,545.502,2.105,0.206,511.224,11321.801,76899.227,2431.133,400.066,2018.87,73821.609,5960.508,NA,7508.265,0.734,5.461,0.021,94.253,0.364,3.279,7.981,1833.502,7.077,403.76,1.558,88.89,0.343,217.063,0.838,NA,NA,1945.331,1.7,1.516,5.795,1.345,1.437,0.745,3.446,0.339,2.499,0.965,10.297,1.117,NA,1.424,1.389,34.044,1.82,NA,2067.75,849.51,6.352,1.178,10228.8137633661,"Asie"
"96","Iran",2015,"IRN",81790848,1282580676608,20.9,0.256,631.581,-1.092,-0.173,607.985,0.813,0.134,7.433,0.474,0.22,7.722,0.492,0.229,4.302,0.053,594.411,7.267,0.463,413.903,15344.6,16850.65,190.317,1572.38,4979.338,2297.218,8188.663,NA,33744.59,2.152,22.557,0.276,356.769,4.362,10.321,10.321,-23.596,-0.288,200.59,2.452,35.67,0.436,227.053,2.776,NA,NA,2759.999,1.447,1.776,1.485,0.029,1.163,1.01,0.755,0.027,9.822,2.379,0.32,1.535,NA,5.881,5.256,-0.438,1.903,NA,844.14,844.14,-37.17,-5.885,15681.2248310227,"Asie"
"97","Iraq",2015,"IRQ",37757812,481955184640,3.493,0.093,168.214,1.309,0.784,176.312,-0.816,-0.461,4.67,0.366,0.405,4.455,0.349,0.386,0,0,NA,NA,NA,106.958,3611.663,4118.907,0.191,547.119,273.543,669.706,2683.853,NA,11530.986,0.903,30.664,0.812,12.986,0.344,6.725,6.728,8.097,0.214,113.17,2.997,3.77,0.1,121.072,3.207,NA,NA,435.385,0.242,0.473,0.431,0,0.301,0.238,0.185,0,3.418,0.131,0.093,0.503,NA,7.995,0.191,0.15,1.015,NA,254.02,253.93,NA,NA,12764.3832921251,"Asie"
"98","Ireland",2015,"IRL",4665764,254793482240,1.652,0.354,38.718,1.865,5.061,32.709,-0.077,-0.235,7.01,0.128,0.187,8.298,0.152,0.222,9.351,2.004,46.424,9.95,0.182,62.503,2034.87,1886.258,845.972,0.096,241.837,-298.653,870.064,14.399,37396.148,0.685,0,0,8.888,1.905,13.595,13.113,-6.009,-1.288,15.9,3.408,9.33,2,18.247,3.911,0.124,0.579,174.482,0.114,0.109,0.08,0.064,0.176,0.134,0.085,0.118,0.001,0.116,-0.042,0.163,0.183,0,0.131,-0.112,0.153,0.191,61.18,63.43,7.706,19.902,54609.1663101691,"Europe"
"99","Isle of Man",2015,"IMN",83614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Europe"
"100","Israel",2015,"ISR",8007777,250204356608,2.233,0.279,62.939,2.657,4.407,62.829,2.474,4.098,7.846,0.251,0.228,7.86,0.252,0.228,25.089,3.133,80.648,10.071,0.322,75.402,2080.168,2118.531,693.361,0.002,95.457,41.476,1215.947,NA,34426.465,1.102,0.001,0,13.785,1.721,10.893,10.888,-0.11,-0.014,8.99,1.123,2.56,0.32,21.831,2.726,NA,NA,275.679,0.155,0.177,0.153,0.171,0.212,0.137,0.095,0.097,0,0.046,0.006,0.228,NA,0,0.203,-0.002,0.183,NA,87.19,87.23,17.709,28.137,31245.1703647592,"Asie"
"101","Italy",2015,"ITA",60232908,2012113928192,8.196,0.136,361.163,11.773,3.37,318.184,16.976,5.636,5.283,0.158,0.176,5.996,0.179,0.199,53.063,0.881,455.583,7.564,0.226,903.938,23035.055,22783.117,4527.425,82.099,4636.122,16.232,12761.073,124.397,30065.109,0.9,2.574,0.043,132.756,2.204,6.877,6.302,-42.979,-0.714,44.85,0.745,16.33,0.271,161.533,2.682,0.05,3.04,1810.909,0.567,1.016,0.777,0.361,2.541,1.516,1.021,0.632,0.513,2.215,0.002,2.392,1.579,0.671,1.956,-0.798,1.354,1.004,379.58,414.25,94.42,26.143,33405.5584397818,"Europe"
"102","Jamaica",2015,"JAM",2794455,18792005632,0.418,0.15,7.999,0.301,3.916,9.098,0.008,0.092,3.256,0.484,0.253,2.862,0.426,0.222,0.268,0.096,6.454,2.31,0.343,12.689,413.385,583.797,4.814,0,0,351.231,395.882,NA,12871.114,1.914,0,0,0,0,3.074,3.16,1.099,0.393,0.82,0.293,0.44,0.157,7.313,2.617,NA,NA,35.968,0.029,0.022,0.022,0.002,0.036,0.027,0.026,0.001,0,0,0.049,0.074,NA,0,0,0.02,0.061,NA,8.83,8.59,-1.545,-19.31,6724.74798556427,"Amérique"
"103","Japan",2015,"JPN",127250936,4685428162560,25.936,0.204,1223.605,-40.808,-3.227,1218.439,-39.929,-3.173,9.575,0.26,0.23,9.616,0.261,0.231,465.83,3.661,1361.485,10.699,0.291,1853.182,59959.789,64894.938,21568.49,13.167,5662.223,5203.54,30611.816,250.908,41622.668,1.13,0.425,0.003,246.429,1.937,9.984,9.593,-5.166,-0.041,28.86,0.227,18.73,0.147,476.379,3.744,0.068,8.607,5296.523,1.796,3.441,2.976,3.167,5.209,3.947,2.908,3.009,0.082,2.706,0.726,5.737,3.184,0.111,3.63,-0.096,3.993,2.843,1220.73,1270.47,137.88,11.268,36820.3827008392,"Asie"
"104","Jersey",2015,"JEY",100572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Europe"
"105","Jordan",2015,"JOR",9494250,97646624768,1.572,0.166,25.557,-0.342,-1.319,26.62,-0.232,-0.863,2.804,0.273,0.244,2.692,0.262,0.234,0.682,0.072,35.677,3.758,0.365,45.278,574.914,619.285,2.829,0.011,50.071,60.896,476.726,NA,11505.435,1.119,0.001,0,4.005,0.422,3.682,3.682,1.063,0.112,5.8,0.611,1.34,0.141,19.298,2.033,NA,NA,109.235,0.109,0.072,0.065,0.005,0.127,0.038,0.028,0,0,0.024,0.008,0.089,NA,0,0.059,0.02,0.162,NA,34.96,34.96,10.12,39.598,10284.8171017195,"Asie"
"106","Kazakhstan",2015,"KAZ",17835908,423317831680,3.457,0.194,301.273,3.63,1.219,289.109,-4.724,-1.608,16.209,0.683,0.405,16.891,0.712,0.422,183.236,10.273,208.422,11.686,0.492,101.754,12409.649,16639.549,8321.423,444.282,906.701,4363.604,2572.015,63.475,39996.961,1.685,16.176,0.907,52.648,2.952,14.029,13.476,-12.164,-0.682,47.35,2.655,10.89,0.611,41.435,2.323,0.242,4.322,713.382,0.239,0.847,0.706,1.246,0.286,0.817,0.746,1.161,2.775,0.433,0.609,0.482,0.805,4.218,0.776,-0.226,0.347,1.428,240.36,250.22,-92.851,-30.819,23734.0219337305,"Asie"
"107","Kenya",2015,"KEN",46851496,146192515072,2.456,0.052,16.295,2.414,17.39,38.499,-0.7,-1.787,0.822,0.263,0.431,0.348,0.111,0.182,1.322,0.028,27.196,0.58,0.186,38.459,381.257,2798.875,18.217,0,0,3286.791,324.582,NA,1906.403,0.611,0,0,0,0,1.407,1.585,22.204,0.474,30.46,0.65,16.89,0.361,12.517,0.267,NA,NA,89.318,0.17,0.046,0.094,0.009,0.108,0.025,0.125,0.003,0,0,0.458,0.061,NA,0,0,0.412,0.105,NA,74.24,65.91,10.901,66.894,3120.33825071456,"Afrique"
"108","Kiribati",2015,"KIR",116717,NA,0,0,0.055,-0.004,-6.25,NA,NA,NA,NA,NA,NA,0.471,NA,0.209,0,0,NA,NA,NA,0,1.773,NA,0,0,0,NA,1.773,NA,2253.544,NA,0,0,0,0,0.771,0.771,NA,NA,0.02,0.171,0,0,0.055,0.471,NA,NA,0.263,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0.09,0.09,NA,NA,NA,"Océanie"
"109","Kuwait",2015,"KWT",3908745,279780196352,1.083,0.277,92.448,16.824,22.247,92.448,16.824,22.247,23.652,0.33,0.204,23.652,0.33,0.204,0,0,95.84,24.519,0.343,23.851,2883.227,2882.971,0,306.26,796.692,-0.256,1756.425,NA,116074.836,1.622,1.674,0.428,39.067,9.995,32.23,32.228,0,0,24.32,6.222,0.91,0.233,50.624,12.951,NA,NA,453.707,0.075,0.26,0.226,0,0.067,0.19,0.129,0,1.913,0.381,0,0.329,NA,0.436,0.576,0,0.424,NA,125.97,125.98,3.392,3.669,71578.011958314,"Asie"
"110","Kyrgyzstan",2015,"KGZ",5914985,26325837824,0.584,0.099,10.279,0.183,1.817,10.352,0.44,4.438,1.75,0.393,0.158,1.738,0.39,0.157,4.338,0.733,16.304,2.756,0.619,28.851,791.669,1157.336,388.621,5.557,83.67,375.267,284.97,NA,11097.164,2.493,0,0,0.524,0.089,2.808,2.685,0.073,0.012,4.37,0.739,1.8,0.304,4.833,0.817,NA,NA,65.64,0.04,0.029,0.025,0.029,0.081,0.052,0.052,0.054,0.035,0.04,0.052,0.053,NA,0,0.008,0.001,0.041,NA,15.88,16.61,6.025,58.62,4450.70238115566,"Asie"
"111","Laos",2015,"LAO",6787420,38423805952,1.183,0.174,9.229,4.78,107.413,79.798,-29.589,-27.05,11.757,2.077,1.13,1.36,0.24,0.131,5.15,0.759,7.199,1.061,0.187,5.818,57.243,2216.914,11.539,0,0,3038.922,39.886,NA,10405.498,1.838,0,0,0,0,2.838,4.349,70.569,10.397,8.35,1.23,3.56,0.524,2.897,0.427,NA,NA,70.626,0.082,0.026,0.195,0.035,0.016,0.004,0.099,0.002,0,0,0.424,0.007,NA,0,0,1.31,0.024,NA,29.52,19.26,-2.031,-22.003,5661.03260915046,"Asie"
"112","Latvia",2015,"LVA",1991951,42500100096,0.47,0.236,7.262,0.09,1.257,9.754,3.461,55.001,4.897,0.229,0.234,3.646,0.171,0.174,0.19,0.095,12.002,6.025,0.282,13.573,916.31,1661.384,151.527,1.558,142.991,805.933,604.826,1.835,20953.67,0.982,0,0,2.506,1.258,5.808,4.463,2.492,1.251,2.04,1.024,1.96,0.984,4.066,2.041,0.015,0.029,41.739,0.033,0.02,0.024,0.001,0.038,0.06,0.074,0.021,0.01,0.068,0.112,0.113,0.023,0,0.037,0.046,0.034,0.01,8.89,11.57,4.74,65.267,21335.9164437278,"Europe"
"113","Lebanon",2015,"LBN",6398941,95081783296,2.395,0.374,25.735,1.743,7.263,25.478,1.706,7.176,3.982,0.268,0.251,4.022,0.271,0.254,0.627,0.098,NA,NA,NA,60.095,599.778,621.762,12.219,0,0.579,31.73,526.886,NA,15860.518,1.067,0,0,0,0,5.138,5.127,-0.256,-0.04,3.1,0.484,0.89,0.139,22.713,3.55,NA,NA,101.491,0.166,0.072,0.062,0.004,0.169,0.039,0.028,0.002,0,0,0.004,0.099,NA,0,0,-0.005,0.19,NA,32.81,32.88,NA,NA,14858.9873380611,"Asie"
"114","Lesotho",2015,"LSO",2118532,5279079936,0,0,2.242,-0.231,-9.333,6.676,2.7,67.926,3.151,1.265,1.572,1.058,0.425,0.528,1.63,0.77,NA,NA,NA,0,52.227,95.498,41.106,0,0,145.717,11.12,NA,2004.917,0.805,0,0,0,0,1.105,1.105,4.433,2.093,1.02,0.481,0.57,0.269,0.612,0.289,NA,NA,4.247,0,0.006,0.016,0.011,0,0.003,0.004,0.006,0,0,0.02,0.002,NA,0,0,0.082,0.005,NA,2.34,2.34,NA,NA,2491.85753908839,"Afrique"
"115","Liberia",2015,"LBR",4612330,3857900032,0.115,0.025,1.203,0.015,1.302,17.178,0.199,1.17,3.724,4.453,3.533,0.261,0.312,0.247,0,0,NA,NA,NA,1.798,46.692,920.41,0,0,0,1884.469,44.895,NA,1054.184,1.26,0,0,0,0,0.486,3.582,15.975,3.464,0.8,0.173,0.8,0.173,1.088,0.236,NA,NA,4.862,0.008,0.003,0.042,0,0.005,0.003,0.041,0,0,0,0.263,0.008,NA,0,0,0.297,0.009,NA,16.52,2.24,NA,NA,836.431918791587,"Afrique"
"116","Libya",2015,"LBY",6192241,53558087680,1.937,0.313,54.551,-6.051,-9.985,54.111,-6.015,-10.004,8.739,1.01,0.3,8.81,1.019,0.303,0,0,NA,NA,NA,61.265,1860.57,1923.591,1.127,354.492,341.885,118.714,1101.802,NA,29102.475,3.365,4.911,0.793,15.67,2.531,14.536,14.536,-0.44,-0.071,33.72,5.446,1.72,0.278,32.032,5.173,NA,NA,180.21,0.134,0.153,0.132,0,0.172,0.122,0.086,0,2.214,0.163,0.017,0.206,NA,1.28,0.231,-0.008,0.269,NA,90.01,90.01,NA,NA,8649.22532569388,"Afrique"
"117","Liechtenstein",2015,"LIE",37378,NA,0,0,0.16,-0.001,-0.921,NA,NA,NA,NA,NA,NA,4.275,NA,NA,0,0,NA,NA,NA,0,5.375,NA,0.001,0,1.39,NA,3.985,0,NA,NA,0,0,0.051,1.373,4.548,4.548,NA,NA,0,0,0,0,0.108,2.902,0,0,NA,0,0,NA,0,0,0,NA,0,0,0.001,NA,0.001,0,0,0.001,NA,0.001,0,0.17,0.17,NA,NA,NA,"Europe"
"118","Lithuania",2015,"LTU",2963764,69339054080,0.518,0.175,13.32,0.212,1.614,11.671,-2.939,-20.119,3.938,0.168,0.183,4.494,0.192,0.209,0.736,0.248,20.613,6.955,0.297,44.499,1493.768,2934.123,181.022,11.129,268.639,1518.252,985.292,3.188,21552.203,0.921,0.207,0.07,4.649,1.569,6.367,4.312,-1.649,-0.556,3.45,1.164,3.82,1.289,7.132,2.406,0.026,0.077,63.876,0.036,0.037,0.029,0.005,0.125,0.098,0.131,0.025,0.07,0.128,0.212,0.185,0.04,0.054,0.068,-0.031,0.06,0.026,12.78,18.87,7.293,54.755,23395.6057499855,"Europe"
"119","Luxembourg",2015,"LUX",569415,31975024640,0.329,0.579,9.347,-0.481,-4.891,9.347,-0.517,-5.245,16.416,0.292,0.217,16.416,0.292,0.217,0.288,0.506,11,19.318,0.344,17.979,707.834,695.78,356.647,0.001,65.621,-1.759,265.85,1.737,75576.625,1.346,0,0,1.83,3.213,17.773,17.351,0,0,0.56,0.983,0.36,0.632,6.824,11.984,0.134,0.076,43.034,0.023,0.026,0.023,0.002,0.051,0.047,0.031,0.05,0,0.031,0,0.05,0.022,0,0.027,0,0.057,0.025,9.88,10.12,1.652,17.677,56154.1663637242,"Europe"
"120","Macao",2015,"MAC",615243,NA,0.229,0.372,1.999,0.48,31.618,NA,NA,NA,NA,NA,NA,3.249,NA,0.154,0,0,NA,NA,NA,1.012,49.139,NA,0.271,0,0.895,NA,46.96,NA,21063.752,NA,0,0,0.004,0.006,NA,NA,NA,NA,NA,NA,NA,NA,1.766,2.87,NA,NA,12.959,0.016,0.006,NA,0,0.003,0.003,NA,0,0,0,NA,0.009,NA,0,0,NA,0.015,NA,NA,NA,NA,NA,NA,"Asie"
"121","Madagascar",2015,"MDG",24850912,32385245184,0.058,0.002,3.227,0.07,2.205,38.109,3.55,10.274,1.533,1.177,2.266,0.13,0.1,0.192,1.052,0.042,4.867,0.196,0.15,1.918,77.473,5618.174,6.908,0,0,8606.37,68.648,NA,676.742,0.519,0,0,0,0,1.14,1.589,34.881,1.404,16.32,0.657,9.04,0.364,2.118,0.085,NA,NA,16.818,0.004,0.009,0.093,0.007,0.005,0.005,0.252,0.001,0,0,1.201,0.013,NA,0,0,0.648,0.018,NA,39.48,28.34,1.639,50.789,1303.18135543677,"Afrique"
"122","Malawi",2015,"MWI",16938944,20572940288,0.06,0.004,1.071,0.051,4.968,7.154,-1.085,-13.171,0.422,0.348,0.743,0.063,0.052,0.111,0.227,0.013,0.979,0.058,0.048,2.85,43.366,1100.394,11.185,0,0,1598.75,29.331,NA,568.513,0.468,0,0,0,0,0.479,0.986,6.082,0.359,3.31,0.195,3.76,0.222,0.784,0.046,NA,NA,9.63,0.004,0.003,0.017,0.002,0.008,0.003,0.049,0.002,0,0,0.223,0.005,NA,0,0,0.113,0.007,NA,16.71,8.12,-0.093,-8.658,1214.5349962784,"Afrique"
"123","Malaysia",2015,"MYS",31068834,670135287808,8.981,0.289,235.702,-9.627,-3.924,396.405,-75.139,-15.935,12.759,0.592,0.356,7.586,0.352,0.212,66.318,2.135,227.806,7.332,0.34,202.628,4749.453,15593.062,714.928,249.463,1347.186,11733.337,2235.248,NA,35867.031,1.663,7.002,0.225,77.211,2.485,9.45,6.036,160.703,5.172,38.16,1.228,13.24,0.426,76.189,2.452,NA,NA,1114.347,0.622,0.663,0.968,0.451,0.57,0.313,0.699,0.1,1.558,0.644,1.637,0.419,NA,1.826,1.137,2.984,0.639,NA,187.53,293.61,-7.896,-3.35,21569.3735982496,"Asie"
"124","Maldives",2015,"MDV",435590,NA,0,0,1.312,-0.004,-0.279,NA,NA,NA,NA,NA,NA,3.011,NA,0.199,0,0,NA,NA,NA,0,16.631,NA,0,0,0,NA,16.631,NA,15108.322,NA,0,0,0,0,3.811,3.811,NA,NA,0.11,0.253,0.01,0.023,1.312,3.011,NA,NA,6.581,0,0.004,NA,0,0,0.001,NA,0,0,0,NA,0.003,NA,0,0,NA,0.011,NA,1.66,1.66,NA,NA,NA,"Asie"
"125","Mali",2015,"MLI",18112910,23621842944,0.244,0.013,3.271,0.172,5.536,7.338,0.465,6.761,0.405,0.311,0.425,0.181,0.138,0.19,0,0,NA,NA,NA,0.976,45.718,1303.715,0,0,0,1657.703,44.741,NA,952.776,0.731,0,0,0,0,1.963,1.963,4.067,0.225,19.14,1.057,12,0.663,3.026,0.167,NA,NA,17.258,0.017,0.009,0.018,0,0.003,0.003,0.058,0,0,0,0.231,0.008,NA,0,0,0.076,0.025,NA,35.55,35.55,NA,NA,1304.14400248221,"Afrique"
"126","Malta",2015,"MLT",456585,12842327040,0,0,1.665,-0.699,-29.568,1.629,-0.699,-30.033,3.567,0.127,0.056,3.647,0.13,0.057,0,0,8.422,18.446,0.656,0,96.179,91.379,6.408,0,0.001,-5.02,89.747,0.022,64131.02,2.28,0,0,0,0,4.775,4.775,-0.037,-0.08,0.21,0.46,0.07,0.153,1.663,3.643,0.004,0.002,29.281,0,0.005,0.004,0,0,0.006,0.004,0.001,0,0,-0.001,0.017,0,0,0,-0.001,0.014,0.001,2.18,2.18,6.757,405.744,28126.9140247709,"Europe"
"127","Marshall Islands",2015,"MHL",49426,NA,0,0,0.143,0,0,NA,NA,NA,NA,NA,NA,2.891,NA,NA,0,0,NA,NA,NA,0,2.678,NA,0,0,0,NA,2.678,NA,NA,NA,0,0,0,0,3.844,3.844,NA,NA,0.03,0.607,0,0,0.143,2.891,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0.001,NA,0,0,NA,0.001,NA,0.19,0.19,NA,NA,NA,"Océanie"
"128","Martinique",2015,"MTQ",383523,NA,0,0,2.258,0.034,1.55,2.148,-0.039,-1.775,5.601,NA,0.227,5.888,NA,0.239,0,0,NA,NA,NA,0,77.106,94.73,0,0,0,17.624,77.106,NA,24627.961,NA,0,0,0,0,NA,NA,-0.11,-0.287,NA,NA,NA,NA,2.258,5.888,NA,NA,9.445,0,0.006,0.005,0,0,0.005,0.004,0,0,0,0.002,0.014,NA,0,0,-0.002,0.019,NA,NA,NA,NA,NA,NA,"Amérique"
"129","Mauritania",2015,"MRT",3946225,12316128256,0,0,3.002,0.436,16.992,2.819,0.363,14.769,0.714,0.229,0.246,0.761,0.244,0.262,0,0,NA,NA,NA,0,59.301,112.612,0.436,0.355,0,53.311,58.51,NA,2908.963,0.932,0.079,0.02,0,0,3.327,3.429,-0.183,-0.046,6.39,1.619,3.16,0.801,2.924,0.741,NA,NA,11.479,0,0.008,0.007,0,0,0.004,0.005,0,0.002,0,0.007,0.011,NA,0.02,0,-0.003,0.025,NA,13.53,13.13,NA,NA,3120.98987158614,"Afrique"
"130","Mauritius",2015,"MUS",1293159,24548311040,0,0,4.21,0.004,0.087,4.54,-0.18,-3.804,3.511,0.185,0.192,3.256,0.171,0.178,1.685,1.303,5.152,3.984,0.21,0,94.004,96.019,22.608,0,0,-0.733,71.395,NA,18247.52,0.961,0,0,0,0,4.934,4.934,0.33,0.255,1.86,1.438,0.22,0.17,2.524,1.952,NA,NA,23.597,0,0.012,0.011,0.011,0,0.006,0.004,0.003,0,0,0,0.013,NA,0,0,0.006,0.021,NA,6.38,6.38,0.942,22.379,18983.2116854927,"Afrique"
"131","Mayotte",2015,"MYT",249555,NA,0,0,0.294,0.004,1.55,0.294,0.041,16.274,1.177,NA,NA,1.177,NA,NA,0,0,NA,NA,NA,0,5.039,5.259,0,0,0,0.22,5.039,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.294,1.177,NA,NA,NA,0,0.001,0.001,0,0,0,0,0,0,0,0,0.001,NA,0,0,0,0.002,NA,NA,NA,NA,NA,NA,"Afrique"
"132","Mexico",2015,"MEX",120149896,1899585208320,19.16,0.159,479.52,-4.594,-0.949,715.371,84.002,13.305,5.954,0.377,0.334,3.991,0.252,0.224,44.114,0.367,539.66,4.492,0.284,574.438,17895.725,31142.551,1293.727,495.835,3431.251,14802.01,12100.474,NA,17846.604,1.129,9.394,0.078,147.977,1.232,5.552,5.676,235.852,1.963,137.97,1.148,39.9,0.332,258.874,2.155,NA,NA,2144.268,1.326,1.349,1.747,0.3,1.615,1.178,1.396,0.181,3.097,1.64,2.065,2.268,NA,2.449,2.18,4.379,2.17,NA,681.94,667.05,60.141,12.542,15810.1277783878,"Amérique"
