"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"98","Israel",1955,"ISR",1564966,10453217280,0.327,0.209,4.815,0.491,11.343,6.647,0.381,6.074,4.248,0.636,NA,3.077,0.461,NA,0.044,0.028,NA,NA,NA,3.056,23.018,48.08,0.388,0,0,28.176,19.573,NA,NA,NA,0,0,0,0,NA,NA,1.832,1.171,NA,NA,NA,NA,4.444,2.84,NA,NA,NA,0.304,0.065,0.049,0.001,0.226,0.009,0.007,0,0,0,0.007,0.052,NA,0,0,0.03,0.192,NA,NA,NA,NA,NA,6679.51717800898,"Asie"
"99","Italy",1955,"ITA",48130728,362461757440,5.27,0.109,73.266,8.328,12.824,57.071,4.444,8.444,1.186,0.157,NA,1.522,0.202,NA,28.993,0.602,NA,NA,NA,57.584,1985.135,4672.496,1684.496,0,23.973,2955.529,219.082,NA,NA,NA,0,0,6.797,0.141,NA,NA,-16.195,-0.336,NA,NA,NA,NA,32.207,0.669,NA,NA,NA,4.899,0.984,0.419,0.663,4.264,0.751,0.697,0.773,0,0.331,0.719,0.587,NA,0,1.242,-0.262,1.393,NA,NA,NA,NA,NA,7530.77654341734,"Europe"
"100","Jamaica",1955,"JAM",1552891,4793952256,0.055,0.035,0.985,0.194,24.541,4.466,0.084,1.922,2.876,0.932,NA,0.634,0.206,NA,0.04,0.026,NA,NA,NA,0.189,3.747,27.086,0.241,0,0,204.158,3.317,NA,NA,NA,0,0,0,0,NA,NA,3.481,2.241,NA,NA,NA,NA,0.89,0.573,NA,NA,NA,0.051,0.013,0.033,0.001,0.014,0.001,0.004,0,0,0,0.05,0.009,NA,0,0,0.056,0.039,NA,NA,NA,NA,NA,3087.11445684211,"Amérique"
"101","Japan",1955,"JPN",90090280,396713132032,5.222,0.058,141.875,-0.659,-0.462,208.89,2.052,0.992,2.319,0.527,NA,1.575,0.358,NA,108.89,1.209,NA,NA,NA,66.809,4801.031,8861.658,4576.312,0,3.759,4329.016,154.15,NA,NA,NA,0,0,0.344,0.004,NA,NA,67.015,0.744,NA,NA,NA,NA,27.418,0.304,NA,NA,NA,4.855,1.906,1.533,2.49,4.947,1.816,1.321,2.101,0,0.052,1.054,0.413,NA,0,0.063,1.083,1.186,NA,NA,NA,NA,NA,4403.50648296353,"Asie"
"102","Jersey",1955,"JEY",59782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Europe"
"103","Jordan",1955,"JOR",622015,1779213440,0.044,0.07,0.381,0.128,50.743,1.517,0.275,22.121,2.438,0.852,NA,0.612,0.214,NA,0,0,NA,NA,NA,0.076,1.373,7.675,0,0,0,22.827,1.297,NA,NA,NA,0,0,0,0,NA,NA,1.136,1.826,NA,NA,NA,NA,0.337,0.542,NA,NA,NA,0.041,0.005,0.011,0,0.006,0.001,0.001,0,0,0,0.006,0.003,NA,0,0,0.018,0.015,NA,NA,NA,NA,NA,2860.40278771412,"Asie"
"104","Kazakhstan",1955,"KAZ",7858733,NA,0.708,0.09,68.731,8.125,13.407,250.941,22.378,9.791,31.932,NA,NA,8.746,NA,NA,60.757,7.731,NA,NA,NA,5.551,1011.751,3940.308,883.493,0,1.723,3062.261,120.985,NA,NA,NA,0,0,0.203,0.026,NA,NA,182.211,23.186,NA,NA,NA,NA,7.063,0.899,NA,NA,NA,0.658,0.923,1.841,1.389,0.411,0.383,0.587,0.406,0,0.024,0.745,0.324,NA,0,0.037,2.946,0.306,NA,NA,NA,NA,NA,NA,"Asie"
"105","Kenya",1955,"KEN",6558872,8046895104,0.065,0.01,1.985,0.286,16.799,54.71,-0.044,-0.081,8.341,6.799,NA,0.303,0.247,NA,0.07,0.011,NA,NA,NA,0.145,9.089,340.718,0.414,0,0,1200.803,8.53,NA,NA,NA,0,0,0,0,NA,NA,52.725,8.039,NA,NA,NA,NA,1.85,0.282,NA,NA,NA,0.061,0.027,0.401,0.002,0.011,0.003,0.051,0,0,0,0.292,0.023,NA,0,0,0.852,0.08,NA,NA,NA,NA,NA,1226.87180112678,"Afrique"
"106","Kuwait",1955,"KWT",183469,9596417024,0,0,1.847,0.443,31.593,1.847,0.443,31.593,10.065,0.192,NA,10.065,0.192,NA,0,0,NA,NA,NA,0,14.356,14.319,0,0,0,-0.037,14.356,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,1.847,10.065,NA,NA,NA,0,0.025,0.014,0,0,0.005,0.002,0,0,0,0,0.038,NA,0,0,0,0.08,NA,NA,NA,NA,NA,52305.3868718966,"Asie"
"107","Kyrgyzstan",1955,"KGZ",1944999,NA,0.122,0.063,5.895,0.697,13.409,13.039,1.576,13.751,6.704,NA,NA,3.031,NA,NA,4.482,2.304,NA,NA,NA,0.957,86.791,307.547,64.603,0,0.361,230.356,20.87,NA,NA,NA,0,0,0.042,0.022,NA,NA,7.145,3.673,NA,NA,NA,NA,1.249,0.642,NA,NA,NA,0.113,0.079,0.096,0.102,0.071,0.033,0.046,0.03,0,0.005,0.056,0.056,NA,0,0.008,0.116,0.054,NA,NA,NA,NA,NA,NA,"Asie"
"108","Laos",1955,"LAO",1893389,1532825984,0,0,0.026,NA,NA,26.919,NA,NA,14.218,17.562,NA,0.014,0.017,NA,0,0,NA,NA,NA,0,0.026,26.919,0,0,0,906.144,0.026,NA,NA,NA,0,0,0,0,NA,NA,26.894,14.204,NA,NA,NA,NA,0.026,0.014,NA,NA,NA,0,0,0.198,0,0,0,0.004,0,0,0,0.221,0,NA,0,0,0.435,0.001,NA,NA,NA,NA,NA,809.567386311001,"Asie"
"109","Latvia",1955,"LVA",2032506,NA,0.044,0.022,6.882,0.813,13.399,10.51,1.363,14.899,5.171,NA,NA,3.386,NA,NA,2.513,1.236,NA,NA,NA,0.345,101.397,859.661,35.102,0,0.901,819.124,65.049,NA,NA,NA,0,0,0.103,0.051,NA,NA,3.627,1.785,NA,NA,NA,NA,4.222,2.077,NA,NA,NA,0.041,0.092,0.077,0.057,0.026,0.038,0.128,0.016,0,0.012,0.199,0.174,NA,0,0.019,0.059,0.183,NA,NA,NA,NA,NA,NA,"Europe"
"110","Lebanon",1955,"LBN",1556332,10942504960,0.225,0.145,1.621,0.315,24.078,2.537,0.315,14.155,1.63,0.232,NA,1.042,0.148,NA,0.004,0.002,NA,NA,NA,2.223,9.582,28.378,0.04,0,0,28.543,7.318,NA,NA,NA,0,0,0,0,NA,NA,0.916,0.589,NA,NA,NA,NA,1.392,0.895,NA,NA,NA,0.209,0.022,0.019,0,0.165,0.004,0.004,0,0,0,0.007,0.02,NA,0,0,0.015,0.06,NA,NA,NA,NA,NA,7030.95802181026,"Asie"
"111","Lesotho",1955,"LSO",641362,565134016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392,2.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,881.146709658508,"Afrique"
"112","Liberia",1955,"LBR",1013794,3205312000,0,0,0.059,-0.044,-42.857,25.194,-0.52,-2.023,24.851,7.86,NA,0.058,0.018,NA,0,0,NA,NA,NA,0,0.366,153.668,0,0,0,1164.053,0.366,NA,NA,NA,0,0,0,0,NA,NA,25.135,24.793,NA,NA,NA,NA,0.059,0.058,NA,NA,NA,0,0.001,0.185,0,0,0,0.023,0,0,0,0.283,0.001,NA,0,0,0.406,0.003,NA,NA,NA,NA,NA,3161.69951686437,"Afrique"
"113","Libya",1955,"LBY",1225697,905837312,0,0,0.429,0.128,42.683,3.58,0.202,5.965,2.921,3.952,NA,0.35,0.473,NA,0.198,0.161,NA,NA,NA,0,1.455,18.272,0.337,0,0,72.511,1.117,NA,NA,NA,0,0,0,0,NA,NA,3.151,2.571,NA,NA,NA,NA,0.231,0.188,NA,NA,NA,0,0.006,0.026,0.005,0,0.001,0.003,0,0,0,0.018,0.003,NA,0,0,0.051,0.01,NA,NA,NA,NA,NA,739.038532361587,"Afrique"
"114","Lithuania",1955,"LTU",2699055,NA,0.166,0.061,10.62,1.254,13.39,19.963,2.097,11.736,7.396,NA,NA,3.935,NA,NA,3.138,1.163,NA,NA,NA,1.301,157.451,1410.135,44.311,0,1.964,1330.582,109.875,NA,NA,NA,0,0,0.222,0.082,NA,NA,9.343,3.462,NA,NA,NA,NA,7.094,2.628,NA,NA,NA,0.154,0.143,0.146,0.072,0.096,0.06,0.21,0.02,0,0.027,0.324,0.294,NA,0,0.041,0.151,0.307,NA,NA,NA,NA,NA,NA,"Europe"
"115","Luxembourg",1955,"LUX",305521,4211408640,0.076,0.25,9.885,1.103,12.558,9.628,1.103,12.936,31.515,2.286,NA,32.354,2.347,NA,9.442,30.904,NA,NA,NA,0.625,53.365,50.58,51.23,0,0,7.511,1.51,NA,NA,NA,0,0,0,0,NA,NA,-0.256,-0.839,NA,NA,NA,NA,0.367,1.2,NA,NA,NA,0.071,0.133,0.071,0.216,0.046,0.02,0.008,0.024,0,0,0.002,0.004,NA,0,0,-0.004,0.016,NA,NA,NA,NA,NA,13784.3507974902,"Europe"
"116","Macao",1955,"MAC",195770,NA,0,0,0.022,0,0,NA,NA,NA,NA,NA,NA,0.112,NA,NA,0.004,0.022,NA,NA,NA,0,0.044,NA,0.013,0,0,NA,0.031,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.09,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0.001,NA,NA,NA,NA,NA,NA,"Asie"
"117","Madagascar",1955,"MDG",4467594,8389455872,0,0,0.304,0.015,5.063,115.574,2.763,2.449,25.869,13.776,NA,0.068,0.036,NA,0.026,0.006,NA,NA,NA,0.033,1.736,1688.899,0.443,0,0,4752.831,1.26,NA,NA,NA,0,0,0,0,NA,NA,115.269,25.801,NA,NA,NA,NA,0.278,0.062,NA,NA,NA,0,0.004,0.848,0.001,0.002,0.001,0.252,0,0,0,1.157,0.003,NA,0,0,1.864,0.012,NA,NA,NA,NA,NA,1877.84652589291,"Afrique"
"118","Malawi",1955,"MWI",3240320,1741719424,0.02,0.006,0.411,0.063,17.93,20.197,-0.194,-0.951,6.233,11.596,NA,0.127,0.236,NA,0.287,0.088,NA,NA,NA,0.072,1.861,166.594,1.326,0,0,706.456,0.462,NA,NA,NA,0,0,0,0,NA,NA,19.786,6.106,NA,NA,NA,NA,0.105,0.032,NA,NA,NA,0.018,0.006,0.148,0.007,0.005,0.001,0.025,0.001,0,0,0.172,0.001,NA,0,0,0.32,0.005,NA,NA,NA,NA,NA,537.514635591546,"Afrique"
"119","Malaysia",1955,"MYS",6786083,17014372352,0.056,0.008,7.43,0.426,6.076,33.298,-1.7,-4.856,4.907,1.957,NA,1.095,0.437,NA,0.199,0.029,NA,NA,NA,0.115,101.603,3298.956,38.199,0,0.694,4087.082,62.596,NA,NA,NA,0,0,0.153,0.023,NA,NA,25.868,3.812,NA,NA,NA,NA,7.021,1.035,NA,NA,NA,0.052,0.1,0.244,0.005,0.009,0.038,0.492,0.018,0,0.01,0.995,0.168,NA,0,0.028,0.418,0.304,NA,NA,NA,NA,NA,2507.24495294266,"Asie"
"120","Mali",1955,"MLI",5014683,3220355584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.259,2.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,0.166,NA,NA,NA,NA,NA,NA,642.185275519908,"Afrique"
"121","Malta",1955,"MLT",323606,606732160,0,0,0.341,0.033,10.714,0.267,0.033,14.062,0.827,0.441,NA,1.053,0.562,NA,0.048,0.147,NA,NA,NA,0,1.623,1.22,0.256,0,0,-0.623,1.367,NA,NA,NA,0,0,0,0,NA,NA,-0.073,-0.226,NA,NA,NA,NA,0.293,0.906,NA,NA,NA,0,0.005,0.002,0.001,0,0.001,0,0,0,0,0,0.004,NA,0,0,-0.001,0.013,NA,NA,NA,NA,NA,1874.91010673473,"Europe"
"122","Martinique",1955,"MTQ",262177,NA,0,0,0.114,0.022,24,0.443,0.059,15.238,1.691,NA,NA,0.433,NA,NA,0,0,NA,NA,NA,0,0.524,6.789,0,0,0,6.265,0.524,NA,NA,NA,0,0,0,0,NA,NA,0.33,1.258,NA,NA,NA,NA,0.114,0.433,NA,NA,NA,0,0.002,0.003,0,0,0,0.001,0,0,0,0.002,0.001,NA,0,0,0.005,0.005,NA,NA,NA,NA,NA,NA,"Amérique"
"123","Mauritania",1955,"MRT",738585,817128000,0,0,0,0,NA,0.733,0.037,5.263,0.992,0.897,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,15.828,NA,NA,NA,15.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.733,0.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.005,NA,0,0,0.002,NA,NA,NA,0.004,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,1106.3425333577,"Afrique"
"124","Mauritius",1955,"MUS",596869,2340984576,0,0,0.128,-0.059,-31.373,0.055,-0.059,-51.613,0.092,0.023,NA,0.215,0.055,NA,0.026,0.043,NA,NA,NA,0,1.019,0.616,0.446,0,0,-3.151,0.573,NA,NA,NA,0,0,0,0,NA,NA,-0.073,-0.123,NA,NA,NA,NA,0.103,0.172,NA,NA,NA,0,0.002,0,0.001,0,0,0,0,0,0,-0.001,0.002,NA,0,0,-0.001,0.004,NA,NA,NA,NA,NA,3922.10782600537,"Afrique"
"125","Mayotte",1955,"MYT",22963,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Afrique"
"126","Mexico",1955,"MEX",31452140,133695447040,0.996,0.032,39.662,3.392,9.351,231.692,-3.277,-1.395,7.367,1.733,NA,1.261,0.297,NA,2.682,0.085,NA,NA,NA,9.856,1430.404,8761.298,109.076,22.361,41.579,8886.079,1247.531,NA,NA,NA,4.807,0.153,2.33,0.074,NA,NA,192.03,6.105,NA,NA,NA,NA,28.847,0.917,NA,NA,NA,0.926,0.533,1.7,0.061,0.73,0.541,1.306,0.05,4.521,0.574,2.163,3.341,NA,4.964,0.426,3.104,1.248,NA,NA,NA,NA,NA,4250.75835984451,"Amérique"
"127","Moldova",1955,"MDA",2714716,NA,0.112,0.041,10.646,1.26,13.43,23.103,2.286,10.983,8.51,NA,NA,3.921,NA,NA,6.182,2.277,NA,NA,NA,0.764,156.687,634.142,87.326,0,1.086,500.392,67.511,NA,NA,NA,0,0,0.126,0.046,NA,NA,12.458,4.589,NA,NA,NA,NA,4.225,1.556,NA,NA,NA,0.104,0.143,0.17,0.141,0.057,0.059,0.095,0.04,0,0.015,0.122,0.181,NA,0,0.023,0.201,0.183,NA,NA,NA,NA,NA,NA,"Europe"
"128","Mongolia",1955,"MNG",845000,663384000,0,0,0.59,0.103,21.053,9.677,1.825,23.238,11.452,14.587,NA,0.698,0.889,NA,0.322,0.382,NA,NA,NA,0,2.261,29.264,1.819,0,0,551.688,0.442,NA,NA,NA,0,0,0,0,NA,NA,9.087,10.754,NA,NA,NA,NA,0.267,0.317,NA,NA,NA,0,0.008,0.071,0.007,0,0.001,0.004,0.001,0,0,0.134,0.001,NA,0,0,0.147,0.012,NA,NA,NA,NA,NA,785.069822485207,"Asie"
"129","Montenegro",1955,"MNE",441386,906050112,0,0,0.339,0.043,14.517,4.626,-0.14,-2.942,10.48,5.105,NA,0.768,0.374,NA,0.318,0.72,NA,NA,NA,0,5.443,149.475,5.265,0,0,234.386,0.179,NA,NA,NA,0,0,0,0,NA,NA,4.287,9.712,NA,NA,NA,NA,0.021,0.047,NA,NA,NA,0,0.005,0.034,0.007,0,0.002,0.022,0.002,0,0,0.057,0,NA,0,0,0.069,0.001,NA,NA,NA,NA,NA,2052.73867317948,"Europe"
"130","Montserrat",1955,"MSR",13452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"131","Morocco",1955,"MAR",10242171,25487884288,0.36,0.035,3.555,-0.03,-0.825,36.97,2.425,7.021,3.61,1.451,NA,0.347,0.139,NA,0.89,0.087,NA,NA,NA,2.967,28.621,353.141,12.535,0,0.037,777.098,13.082,NA,NA,NA,0,0,0.015,0.001,NA,NA,33.416,3.263,NA,NA,NA,NA,2.29,0.224,NA,NA,NA,0.334,0.048,0.271,0.02,0.22,0.011,0.053,0.006,0,0.001,0.189,0.035,NA,0,0.003,0.54,0.099,NA,NA,NA,NA,NA,2488.5236038336,"Afrique"
"132","Mozambique",1955,"MOZ",6318912,13610702848,0.069,0.011,1.373,0.231,20.186,90.116,-3.726,-3.971,14.261,6.621,NA,0.217,0.101,NA,1.043,0.165,NA,NA,NA,0.544,7.565,1886.281,5.762,0,0,3585.737,1.26,NA,NA,NA,0,0,0,0,NA,NA,88.742,14.044,NA,NA,NA,NA,0.261,0.041,NA,NA,NA,0.064,0.018,0.661,0.024,0.04,0.003,0.281,0.003,0,0,0.873,0.003,NA,0,0,1.435,0.011,NA,NA,NA,NA,NA,2153.9630316105,"Afrique"
"133","Myanmar",1955,"MMR",19522788,15661146112,0.029,0.001,1.421,-0.04,-2.757,89.321,10.219,12.919,4.575,5.703,NA,0.073,0.091,NA,0.553,0.028,NA,NA,NA,0.109,52.665,891.831,3.274,0,0.048,9494.999,49.235,NA,NA,NA,0,0,0.011,0.001,NA,NA,87.899,4.502,NA,NA,NA,NA,0.828,0.042,NA,NA,NA,0.027,0.019,0.655,0.013,0.008,0.02,0.133,0.002,0,0.001,2.311,0.132,NA,0,0.002,1.421,0.036,NA,NA,NA,NA,NA,802.198236850188,"Asie"
"134","Namibia",1955,"NAM",547433,2237920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.188,5.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,4088.02538392826,"Afrique"
"135","Nepal",1955,"NPL",9284902,8474226176,0,0,0.044,0.004,9.091,17.778,-0.18,-1,1.915,2.098,NA,0.005,0.005,NA,0,0,NA,NA,NA,0,0.205,107.45,0,0,0,986.679,0.205,NA,NA,NA,0,0,0,0,NA,NA,17.734,1.91,NA,NA,NA,NA,0.044,0.005,NA,NA,NA,0,0.001,0.13,0,0,0,0.016,0,0,0,0.24,0.001,NA,0,0,0.287,0.002,NA,NA,NA,NA,NA,912.688812009001,"Asie"
"136","Netherlands",1955,"NLD",10767911,125548331008,0.545,0.051,60.986,2.594,4.442,62.782,2.484,4.119,5.83,0.5,NA,5.664,0.486,NA,44.291,4.113,NA,NA,NA,6.225,2159.577,2755.548,1984.846,0,0.557,609.69,167.949,NA,NA,NA,0,0,0.256,0.024,NA,NA,1.795,0.167,NA,NA,NA,NA,15.893,1.476,NA,NA,NA,0.507,0.819,0.461,1.013,0.461,0.817,0.411,0.911,0,0.008,0.148,0.45,NA,0,0.047,0.029,0.687,NA,NA,NA,NA,NA,11659.4881781619,"Europe"
"137","Netherlands Antilles",1955,"ANT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"138","New Caledonia",1955,"NCL",69998,NA,0,0,0.7,0.18,34.507,1.433,0.326,29.47,20.467,NA,NA,9.998,NA,NA,0.616,8.794,NA,NA,NA,0,2.594,4.573,2.26,0,0,32.976,0.334,NA,NA,NA,0,0,0,0,NA,NA,0.733,10.469,NA,NA,NA,NA,0.084,1.204,NA,NA,NA,0,0.009,0.011,0.014,0,0.001,0.001,0.001,0,0,0.008,0.001,NA,0,0,0.012,0.004,NA,NA,NA,NA,NA,NA,"Océanie"
"139","New Zealand",1955,"NZL",2140979,29709824000,0.204,0.095,9.393,0.326,3.593,62.374,2.048,3.395,29.134,2.099,NA,4.387,0.316,NA,5.591,2.612,NA,NA,NA,2.961,298.955,2378.311,277.468,0,0,2305.975,18.525,NA,NA,NA,0,0,0,0,NA,NA,52.981,24.746,NA,NA,NA,NA,3.598,1.681,NA,NA,NA,0.189,0.126,0.458,0.128,0.219,0.113,0.355,0.127,0,0,0.561,0.05,NA,0,0,0.857,0.156,NA,NA,NA,NA,NA,13876.7470395553,"Océanie"
"140","Nicaragua",1955,"NIC",1539557,4198776064,0.015,0.009,0.392,0.077,24.416,65.721,3.521,5.661,42.688,15.652,NA,0.255,0.093,NA,0,0,NA,NA,NA,0.109,1.703,698.229,0,0,0,2069.94,1.594,NA,NA,NA,0,0,0,0,NA,NA,65.329,42.434,NA,NA,NA,NA,0.377,0.245,NA,NA,NA,0.014,0.005,0.482,0,0.008,0.001,0.104,0,0,0,0.504,0.004,NA,0,0,1.056,0.016,NA,NA,NA,NA,NA,2727.2624943409,"Amérique"
"141","Niger",1955,"NER",3018553,3851372544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.646,10.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,1275.90025551978,"Afrique"
"142","Nigeria",1955,"NGA",40839224,49579610112,0,0,2.697,0.125,4.843,191.906,7.123,3.855,4.699,3.871,NA,0.066,0.054,NA,1.751,0.043,NA,NA,NA,0,43.547,4038.736,39.353,0,0,4955.89,4.193,NA,NA,NA,0,0,0,0,NA,NA,189.209,4.633,NA,NA,NA,NA,0.945,0.023,NA,NA,NA,0,0.036,1.408,0.04,0,0.016,0.602,0.018,0,0,1.206,0.011,NA,0,0,3.059,0.041,NA,NA,NA,NA,NA,1214.01939743027,"Afrique"
"143","North America (excl. USA)",1955,"",NA,NA,3.551,0.046,237.878,8.988,3.927,1121.645,-4.004,-0.356,14.433,2.652,NA,3.061,0.562,NA,75.149,0.967,NA,NA,NA,37.491,7153.788,41248.406,4380.062,25.725,147.534,44226.566,2562.976,NA,NA,NA,6.899,0.089,10.729,0.138,NA,NA,886.468,11.407,NA,NA,NA,NA,141.55,1.821,NA,NA,NA,3.301,3.196,8.23,1.719,2.776,2.705,6.15,2.011,5.201,2.036,10.764,6.864,NA,7.125,1.961,14.331,6.123,NA,NA,NA,NA,NA,NA,"Amérique"
"144","North Korea",1955,"PRK",10360274,NA,0.178,0.017,7.345,2.558,53.439,14.893,3.694,32.985,1.437,NA,NA,0.709,NA,NA,6.756,0.652,NA,NA,NA,4.681,173.427,888.2,166.448,0,0,857.596,2.298,NA,NA,NA,0,0,0,0,NA,NA,7.548,0.729,NA,NA,NA,NA,0.41,0.04,NA,NA,NA,0.166,0.099,0.109,0.155,0.347,0.066,0.132,0.076,0,0,0.209,0.006,NA,0,0,0.122,0.018,NA,NA,NA,NA,NA,NA,"Asie"
"145","North Macedonia",1955,"MKD",1379146,3706525696,0.065,0.047,2.51,0.318,14.517,10.534,0.098,0.942,7.638,2.842,NA,1.82,0.677,NA,2.209,1.602,NA,NA,NA,0.844,40.312,325.371,37.5,0,0,428.761,1.968,NA,NA,NA,0,0,0,0,NA,NA,8.024,5.818,NA,NA,NA,NA,0.236,0.171,NA,NA,NA,0.06,0.034,0.077,0.051,0.062,0.015,0.049,0.017,0,0,0.104,0.005,NA,0,0,0.13,0.01,NA,NA,NA,NA,NA,2687.55135134351,"Europe"
"146","Norway",1955,"NOR",3429096,34424897536,0.396,0.116,11.414,1.531,15.497,17.972,1.495,9.072,5.241,0.522,NA,3.329,0.332,NA,3.62,1.056,NA,NA,NA,5.896,468.439,1336.965,389.065,0,0,869.54,73.479,NA,NA,NA,0,0,0,0,NA,NA,6.559,1.913,NA,NA,NA,NA,7.398,2.157,NA,NA,NA,0.368,0.153,0.132,0.083,0.437,0.177,0.199,0.179,0,0,0.212,0.197,NA,0,0,0.106,0.32,NA,NA,NA,NA,NA,10039.0591386185,"Europe"
"147","Oman",1955,"OMN",492428,658259392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.183,-0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,-0.003,NA,NA,NA,NA,NA,NA,1336.76271861064,"Asie"
