"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"90","Honduras",1995,"HND",5812836,17579243520,0.293,0.05,3.836,0.605,18.731,31.902,-9.617,-23.163,5.488,1.815,1.662,0.66,0.218,0.2,0.004,0.001,4.46,0.767,0.254,5.135,67.739,1531.91,0.022,0,0,2859.935,62.582,NA,3302.317,1.092,0,0,0,0,2.238,3.251,28.066,4.828,7.19,1.237,2.26,0.389,3.539,0.609,NA,NA,19.196,0.047,0.016,0.111,0,0.034,0.007,0.1,0,0,0,0.466,0.02,NA,0,0,0.531,0.038,NA,18.9,13.01,0.624,16.259,3024.21116301922,"Amérique"
"91","Hong Kong",1995,"HKG",6243859,198024249344,0.775,0.124,31.267,0.188,0.604,31.487,0.188,0.6,5.043,0.159,0.174,5.008,0.158,0.173,18.472,2.958,127.631,20.441,0.645,17.928,603.626,612.529,223.818,0,0.055,10.259,361.825,NA,28937.334,0.912,0,0,0.055,0.009,NA,NA,0.22,0.035,NA,NA,NA,NA,11.965,1.916,NA,NA,180.681,0.125,0.133,0.11,0.21,0.119,0.065,0.04,0.047,0,0,0.002,0.115,NA,0,0.001,0.004,0.128,NA,NA,NA,96.364,308.198,31715.0418265371,"Asie"
"92","Hungary",1995,"HUN",10327171,104661049344,1.186,0.115,61.391,-0.395,-0.64,56.005,-1.568,-2.723,5.423,0.535,0.195,5.945,0.587,0.214,18.389,1.781,76.188,7.377,0.728,63.301,3650.709,4494.154,2284.312,8.785,454.466,861.37,834.051,5.794,27768.207,2.74,0.264,0.026,20.911,2.025,7.035,7.195,-5.386,-0.522,8.8,0.852,6.12,0.593,19.759,1.913,0.085,0.882,286.767,0.191,0.262,0.195,0.209,0.421,0.395,0.293,0.475,0.093,0.457,0.14,0.264,0.197,0.108,0.497,-0.102,0.211,0.395,74.3,72.65,14.797,24.103,10134.5324236424,"Europe"
"93","Iceland",1995,"ISL",267689,7281669120,0.037,0.138,2.46,0.117,5.014,2.46,0.081,3.396,9.188,0.338,0.103,9.188,0.338,0.103,0.296,1.106,NA,NA,NA,2.012,70.733,236.236,5.312,0.437,0.001,165.503,62.965,0.006,88842.273,3.266,0.082,0.307,0,0.001,11.17,11.244,0,0,0.55,2.055,0.36,1.345,2.043,7.633,0.004,0.001,23.782,0.006,0.01,0.009,0.003,0.013,0.008,0.015,0.001,0.005,0,0.027,0.02,0,0.034,0,0,0.022,0,3.01,2.99,NA,NA,27201.9736335823,"Europe"
"94","India",1995,"IND",964279104,2171040956416,31.104,0.032,761.449,45.181,6.308,860.963,11.692,1.377,0.893,0.397,0.291,0.79,0.351,0.257,471.723,0.489,719.423,0.746,0.331,455.939,14431.267,52773.047,10177.715,109.678,273.011,41130.449,3414.923,NA,3072.884,1.365,3.29,0.003,39.051,0.04,1.494,1.269,99.514,0.103,535.25,0.555,168.31,0.175,216.281,0.224,NA,NA,2963.118,4.997,3.246,2.995,5.364,3.029,1.563,3.443,2.118,1.16,0.275,6.699,1.081,NA,1.343,0.928,1.882,2.31,NA,1223.65,1440.61,-42.026,-5.519,2251.4653147726,"Asie"
"95","Indonesia",1995,"IDN",198140160,1072204283904,13.312,0.067,222.395,4.076,1.867,867.845,-37.071,-4.097,4.38,0.809,0.997,1.122,0.207,0.256,25.175,0.127,205.478,1.037,0.192,128.048,3923.831,48884.668,298.25,255.077,681.516,53205.016,2560.94,NA,4392.265,0.812,9.618,0.049,64.574,0.326,2.96,6.758,645.45,3.258,362.55,1.83,65.94,0.333,109.715,0.554,NA,NA,870.284,2.139,0.948,3.019,0.286,0.851,0.425,3.189,0.062,2.698,0.686,8.665,0.811,NA,3.927,1.534,12.205,1.172,NA,1339.1,586.5,-16.917,-7.607,5411.34257640652,"Asie"
"96","Iran",1995,"IRN",60794808,438197157888,6.986,0.115,271.582,7.762,2.942,262.569,-8.946,-3.295,4.319,0.599,0.248,4.467,0.62,0.257,3.909,0.064,250.146,4.115,0.571,122.234,5928.132,7644.899,92.059,1044.962,849.325,2507.935,3819.551,NA,17401.883,2.414,22.504,0.37,81.575,1.342,7.003,6.667,-9.013,-0.148,131.35,2.161,20.43,0.336,156.607,2.576,NA,NA,1057.944,1.122,1.158,0.913,0.044,0.812,0.642,0.499,0.019,11.052,0.855,0.408,1.209,NA,9.188,1.938,-0.17,1.672,NA,405.33,425.73,-21.436,-7.893,7207.805605505,"Asie"
"97","Iraq",1995,"IRQ",20948856,41889726464,0.847,0.04,74.083,2.994,4.212,66.755,2.811,4.396,3.187,1.594,0.19,3.536,1.769,0.211,0,0,NA,NA,NA,64.765,1517.865,2009.354,0.191,318.142,80.945,653.951,1053.822,NA,16769.242,8.386,0.095,0.005,6.086,0.291,6.23,6.225,-7.328,-0.35,26.1,1.246,4.13,0.197,67.055,3.201,NA,NA,351.296,0.136,0.316,0.232,0,0.43,0.164,0.131,0,3.365,0.081,0.107,0.334,NA,0.039,0.145,-0.139,0.716,NA,130.4,130.52,NA,NA,1999.6188080151,"Asie"
"98","Ireland",1995,"IRL",3579486,87428767744,0.879,0.246,35.853,1.015,2.912,21.453,2.114,10.93,5.993,0.245,0.162,10.016,0.41,0.271,12.668,3.539,42.226,11.797,0.483,30.33,1180.759,1132.211,641.179,0,65.439,-198.589,440.491,3.32,36931.398,1.512,0,0,5.527,1.544,16.782,16.092,-14.4,-4.023,16,4.47,10.35,2.891,16.078,4.492,0.195,0.7,132.195,0.141,0.153,0.075,0.144,0.202,0.128,0.074,0.133,0,0.066,-0.032,0.139,0.113,0,0.131,-0.272,0.172,0.313,57.6,60.07,6.373,17.776,24424.9503263876,"Europe"
"99","Isle of Man",1995,"IMN",71478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Europe"
"100","Israel",1995,"ISR",5478738,125242884096,1.9,0.347,49.866,2.391,5.036,49.609,1.915,4.014,9.055,0.396,0.254,9.102,0.398,0.255,17.551,3.203,64.854,11.837,0.518,34.023,848.365,889.072,141.116,0,4.137,43.821,669.089,NA,35630.555,1.559,0,0,0.044,0.008,10.813,10.809,-0.256,-0.047,9.76,1.781,1.96,0.358,30.371,5.543,NA,NA,195.21,0.305,0.213,0.173,0.2,0.226,0.092,0.058,0.029,0,0.004,0.007,0.212,NA,0,0.001,-0.005,0.324,NA,59.22,59.24,14.989,30.059,22859.8053230507,"Asie"
"101","Italy",1995,"ITA",56885124,1630198169600,15.31,0.269,449.826,24.029,5.643,397.797,32.2,8.808,6.993,0.244,0.205,7.908,0.276,0.232,58.417,1.027,562.602,9.89,0.345,619.409,14058.785,14621.941,3307.98,24.236,1792.89,831.325,8284.276,29.994,34040.484,1.188,4.002,0.07,102.913,1.809,8.655,8.049,-52.029,-0.915,48.34,0.85,25.84,0.454,264.199,4.644,0.088,4.985,1936.397,2.46,1.918,1.384,0.664,4.115,1.523,0.954,0.688,0.256,1.804,0.135,2.622,1.019,1.634,2.445,-0.984,2.821,2.23,457.85,492.36,112.776,25.071,28657.7237592028,"Europe"
"102","Jamaica",1995,"JAM",2509369,16727488512,0.263,0.105,9.173,0.985,12.026,11.592,-1.287,-9.992,4.619,0.693,0.294,3.656,0.548,0.233,0.147,0.058,8.73,3.479,0.522,6.491,222.152,295.798,1.238,0,0,254.465,214.423,NA,15690.177,2.354,0,0,0,0,4.14,4.288,2.418,0.964,1.15,0.458,0.53,0.211,8.764,3.493,NA,NA,39.372,0.042,0.039,0.04,0.002,0.043,0.024,0.019,0,0,0,0.041,0.068,NA,0,0,0.046,0.094,NA,10.76,10.39,-0.443,-4.834,6666.0138512909,"Amérique"
"103","Japan",1995,"JPN",125433968,4003033513984,42.142,0.336,1239.909,12.396,1.01,1234.67,7.962,0.649,9.843,0.308,0.207,9.885,0.31,0.208,335.293,2.673,1499.94,11.958,0.375,1232.217,34803.098,39906.863,13331.782,2.913,1704.55,5372.157,18467.832,63.801,47580.195,1.491,0.522,0.004,142.649,1.137,10.181,9.577,-5.24,-0.042,37.43,0.298,28.45,0.227,709.328,5.655,0.08,9.975,5968.173,6.77,5.285,4.295,3.813,8.187,3.77,2.604,2.774,0.031,1.715,0.875,5.846,2.168,0.213,3.388,-0.099,7.575,4.462,1201.33,1277,260.031,20.972,31913.472704491,"Asie"
"104","Jersey",1995,"JEY",84311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,"Europe"
"105","Jordan",1995,"JOR",4458201,28377888768,1.41,0.316,13.208,-0.042,-0.313,13.025,-1.434,-9.917,2.922,0.459,0.232,2.963,0.465,0.235,0,0,18.366,4.12,0.647,18.591,190.209,222.16,0,0,1.902,48.475,169.717,NA,12590.666,1.978,0,0,0.432,0.097,5.224,5.224,-0.183,-0.041,8.95,2.008,0.62,0.139,11.366,2.549,NA,NA,56.132,0.227,0.056,0.045,0,0.124,0.021,0.014,0,0,0.002,0.008,0.054,NA,0,0.01,-0.003,0.121,NA,23.29,23.29,5.158,39.048,6365.32286633106,"Asie"
"106","Kazakhstan",1995,"KAZ",16434323,122950926336,0.098,0.006,177.082,-7.25,-3.933,131.356,-48.544,-26.984,7.993,1.068,0.219,10.775,1.44,0.296,111.18,6.765,134.277,8.171,1.092,83.657,8332.213,13427.807,5939.306,121.634,414.326,5229.298,1762.412,10.877,36430.828,4.87,15.64,0.952,17.663,1.075,13.465,13.417,-45.727,-2.782,34.31,2.088,11.77,0.716,31.772,1.933,0.044,0.729,598.716,0.016,0.755,0.457,1.264,0.556,0.903,0.876,1.236,1.286,0.417,0.852,0.558,0.37,6.385,0.42,-0.865,0.339,0.326,220.5,221.28,-42.805,-24.172,7481.35024095608,"Asie"
"107","Kenya",1995,"KEN",26878350,48490934272,0.638,0.024,7.406,0.984,15.321,47.124,-12.573,-21.061,1.753,0.972,1.166,0.276,0.153,0.183,0.37,0.014,10.276,0.382,0.212,16.241,173.77,1811.138,8.005,0,0,2506.542,149.524,NA,1503.756,0.834,0,0,0,0,1.265,1.104,39.718,1.478,17.73,0.66,9.87,0.367,6.398,0.238,NA,NA,40.418,0.103,0.032,0.164,0.004,0.108,0.019,0.118,0.002,0,0,0.408,0.047,NA,0,0,0.751,0.068,NA,29.68,34.01,2.87,38.756,1804.08895159115,"Afrique"
"108","Kiribati",1995,"KIR",81497,NA,0,0,0.029,0,0,NA,NA,NA,NA,NA,NA,0.36,NA,0.388,0,0,NA,NA,NA,0,0.817,NA,0,0,0,NA,0.817,NA,926.222,NA,0,0,0,0,0.614,0.614,NA,NA,0.01,0.123,0,0,0.029,0.36,NA,NA,0.075,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0.05,0.05,NA,NA,NA,"Océanie"
"109","Kuwait",1995,"KWT",1655228,45232791552,0.784,0.474,54.59,-0.636,-1.152,54.59,-0.636,-1.152,32.98,1.207,0.363,32.98,1.207,0.363,0,0,51.933,31.375,1.148,8.739,1463.897,1463.604,0,288.008,291.957,-0.293,875.193,NA,90954.094,3.328,0.96,0.58,17.811,10.76,32.521,32.509,0,0,16.69,10.083,0.36,0.217,35.035,21.166,NA,NA,150.55,0.126,0.233,0.19,0,0.058,0.159,0.095,0,3.046,0.294,0,0.277,NA,0.392,0.423,0,0.374,NA,53.81,53.83,-2.657,-4.867,27327.2271566213,"Asie"
"110","Kyrgyzstan",1995,"KGZ",4596457,12537071616,0.14,0.031,4.512,-1.635,-26.606,9.714,2.358,32.058,2.113,0.775,0.178,0.982,0.36,0.083,1.246,0.271,10.787,2.347,0.86,21.233,659.658,1009.606,336.346,5.557,59.489,359.548,237.034,NA,11880.359,4.356,0,0,1.729,0.376,2.158,1.936,5.203,1.132,3.97,0.864,1.32,0.287,1.396,0.304,NA,NA,54.608,0.023,0.019,0.034,0.014,0.141,0.071,0.066,0.07,0.059,0.06,0.059,0.075,NA,0,0.041,0.098,0.015,NA,8.9,9.92,6.275,139.088,2727.55115864241,"Asie"
"111","Laos",1995,"LAO",4927432,8730281984,0.004,0.001,0.671,0.037,5.776,23.937,1.172,5.15,4.858,2.742,6.102,0.136,0.077,0.171,0.022,0.004,1.153,0.234,0.132,0.014,11.101,982.134,0.081,0,0,1850.283,11.007,NA,796.157,0.449,0,0,0,0,1.51,4.065,23.266,4.722,6.21,1.26,2.64,0.536,0.645,0.131,NA,NA,3.923,0.001,0.003,0.083,0,0,0.001,0.064,0,0,0,0.301,0.003,NA,0,0,0.44,0.007,NA,20.03,7.44,0.482,71.903,1771.77117492438,"Asie"
"112","Latvia",1995,"LVA",2570150,21646094336,0.094,0.037,9.134,-1.236,-11.921,1.952,1.768,960.548,0.76,0.09,0.044,3.554,0.422,0.205,1.111,0.432,12.723,4.95,0.588,8.582,758.742,1594.903,142.033,1.558,87.094,897.021,518.3,1.175,17340.705,2.059,0,0,2.297,0.894,5.093,0.082,-7.181,-2.794,2.64,1.027,1.44,0.56,5.598,2.178,0.013,0.033,44.568,0.015,0.039,0.007,0.013,0.057,0.082,0.104,0.03,0.016,0.088,0.146,0.164,0.04,0,0.055,-0.136,0.06,0.015,0.21,13.09,3.589,39.297,8422.1132369706,"Europe"
"113","Lebanon",1995,"LBN",3959642,24166459392,0.475,0.12,12.255,1.144,10.296,12.804,1.62,14.487,3.234,0.53,0.24,3.095,0.507,0.23,0.476,0.12,NA,NA,NA,18.912,237.31,266.915,1.48,0,0,39.351,216.917,NA,13479.627,2.209,0,0,0,0,3.912,3.914,0.55,0.139,1.51,0.381,0.58,0.146,11.303,2.855,NA,NA,53.374,0.076,0.052,0.045,0.005,0.126,0.026,0.017,0,0,0,0.006,0.069,NA,0,0,0.01,0.121,NA,15.5,15.49,NA,NA,6103.19301391388,"Asie"
"114","Lesotho",1995,"LSO",1934085,3490315776,0,0,1.707,0.033,1.969,2.33,0.289,14.183,1.205,0.668,2.151,0.883,0.489,1.576,1.352,0.699,NA,NA,NA,0,9.603,14.147,7.547,0,0,106.989,2.056,NA,560.043,0.31,0,0,0,0,1.019,1.029,0.623,0.322,1.02,0.527,0.59,0.305,0.355,0.184,NA,NA,1.083,0,0.007,0.008,0.015,0,0.001,0.001,0.002,0,0,0.017,0.001,NA,0,0,0.012,0.004,NA,1.99,1.97,NA,NA,1804.634116908,"Afrique"
"115","Liberia",1995,"LBR",2142429,783478720,0.002,0.001,0.423,0.001,0.192,4.197,-2.051,-32.825,1.959,5.357,2.681,0.198,0.54,0.27,0,0,NA,NA,NA,0.992,33.847,558.788,0,0,0,1535.692,32.855,NA,730.869,1.999,0,0,0,0,0.355,6.67,3.774,1.762,0.24,0.112,0.22,0.103,0.421,0.197,NA,NA,1.566,0,0.002,0.015,0,0.007,0.004,0.036,0,0,0,0.25,0.01,NA,0,0,0.071,0.004,NA,14.29,0.76,NA,NA,365.696468821137,"Afrique"
"116","Libya",1995,"LBY",4733065,31943534592,1.308,0.276,45.69,1.937,4.428,49.61,5.675,12.916,10.482,1.553,0.306,9.653,1.43,0.282,0.015,0.003,NA,NA,NA,29.404,844.733,911.198,1.094,261.365,117.265,122.158,435.605,NA,34273.707,5.078,3.426,0.724,9.064,1.915,24.046,24.046,3.92,0.828,68.88,14.553,1.26,0.266,31.878,6.735,NA,NA,162.22,0.21,0.195,0.173,0,0.195,0.091,0.059,0,2.764,0.118,0.02,0.138,NA,1.399,0.215,0.074,0.34,NA,113.81,113.81,NA,NA,6749.01667143806,"Afrique"
"117","Liechtenstein",1995,"LIE",30910,NA,0,0,0.204,0.003,1.537,NA,NA,NA,NA,NA,NA,6.606,NA,NA,0,0.002,NA,NA,NA,0,1.233,NA,0.001,0,0.209,NA,1.023,0,NA,NA,0,0,0.042,1.348,6.794,7.441,NA,NA,0,0,0,0,0.162,5.256,0,0,NA,0,0.001,NA,0,0,0,NA,0,0,0,NA,0,0,0,0.001,NA,0.002,0,0.23,0.21,NA,NA,NA,"Europe"
"118","Lithuania",1995,"LTU",3747269,30095167488,0.308,0.082,15.092,-0.71,-4.491,22.859,-16.355,-41.707,6.1,0.76,0.232,4.027,0.501,0.153,0.979,0.261,28.142,7.51,0.935,37.003,1215.107,2701.444,165.635,8.036,166.579,1564.235,836.19,1.663,26310.625,3.276,0.057,0.015,4.566,1.218,6.026,6.205,7.768,2.073,5.18,1.382,3.65,0.974,9.063,2.419,0.032,0.119,98.593,0.049,0.064,0.08,0.011,0.246,0.132,0.176,0.034,0.085,0.168,0.255,0.265,0.057,0.023,0.108,0.147,0.097,0.053,23.25,22.58,13.05,86.475,8031.22687162304,"Europe"
"119","Luxembourg",1995,"LUX",407639,16736430080,0.434,1.065,9.152,-2.391,-20.713,9.152,-2.501,-21.461,22.451,0.547,0.27,22.451,0.547,0.27,2.705,6.635,9.152,22.451,0.547,9.831,504.262,491.512,346.02,0,20.732,-2.455,127.298,0.381,83246.711,2.028,0,0,1.343,3.294,23.55,21.98,0,0,0.6,1.472,0.31,0.76,4.603,11.291,0.165,0.067,33.935,0.07,0.039,0.032,0.031,0.065,0.055,0.032,0.072,0,0.021,0,0.04,0.013,0,0.032,0,0.049,0.03,8.96,9.6,0,0,41056.9893459654,"Europe"
"120","Macao",1995,"MAC",396651,NA,NA,NA,1.231,-0.04,-3.17,NA,NA,NA,NA,NA,NA,3.104,NA,0.223,0,0,NA,NA,NA,NA,18.533,NA,0.268,0,0,NA,18.265,NA,13935.989,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.231,3.104,NA,NA,5.528,NA,0.005,NA,0,NA,0.002,NA,0,0,0,NA,0.006,NA,0,0,NA,0.013,NA,NA,NA,NA,NA,NA,"Asie"
"121","Madagascar",1995,"MDG",13869136,15289518080,0.016,0.001,1.288,0.04,3.229,61.231,-5.419,-8.131,4.415,4.005,9.669,0.093,0.084,0.203,0.026,0.002,1.799,0.13,0.118,0.878,37.488,4200.378,2.078,0,0,7228.559,34.532,NA,456.614,0.414,0,0,0,0,1.911,4.032,59.943,4.322,17.09,1.232,8.62,0.622,1.246,0.09,NA,NA,6.333,0.003,0.005,0.213,0,0.006,0.004,0.274,0,0,0,1.177,0.011,NA,0,0,1.134,0.013,NA,55.92,26.51,0.512,39.743,1102.41316257913,"Afrique"
"122","Malawi",1995,"MWI",10112813,9062586368,0.057,0.006,0.903,0.01,1.15,14.789,1.732,13.268,1.462,1.632,2.507,0.089,0.1,0.153,0.169,0.017,1.827,0.181,0.202,1.414,23.845,780.095,7.657,0,0,1297.972,14.775,NA,583.225,0.651,0,0,0,0,0.329,1.169,13.887,1.373,1.46,0.144,1.44,0.142,0.677,0.067,NA,NA,5.898,0.009,0.004,0.051,0.002,0.009,0.003,0.051,0.002,0,0,0.211,0.005,NA,0,0,0.263,0.007,NA,11.82,3.33,0.924,102.386,896.148912078173,"Afrique"
"123","Malaysia",1995,"MYS",20136886,233476947968,4.285,0.213,113.934,23.303,25.712,256.024,-2.675,-1.034,12.714,1.097,0.643,5.658,0.488,0.286,6.331,0.314,99.585,4.945,0.427,50.869,1253.78,9688.784,88.819,77.979,162.15,9324.733,873.963,NA,19762.299,1.704,5.423,0.269,42.008,2.086,5.75,11.537,142.09,7.056,24.13,1.198,7.58,0.376,55.887,2.775,NA,NA,397.951,0.688,0.486,0.891,0.072,0.338,0.136,0.632,0.018,0.825,0.163,1.519,0.277,NA,2.214,0.998,2.687,0.597,NA,232.31,115.78,-14.349,-12.594,11594.4912221284,"Asie"
"124","Maldives",1995,"MDV",258217,NA,0,0,0.249,0.051,25.926,NA,NA,NA,NA,NA,NA,0.965,NA,0.183,0,0,NA,NA,NA,0,1.997,NA,0,0,0,NA,1.997,NA,5271.31,NA,0,0,0,0,1.239,1.239,NA,NA,0.05,0.194,0,0,0.249,0.965,NA,NA,1.361,0,0.001,NA,0,0,0,NA,0,0,0,NA,0.001,NA,0,0,NA,0.003,NA,0.32,0.32,NA,NA,NA,"Asie"
"125","Mali",1995,"MLI",9921096,10736651264,0.005,0.001,0.595,0.047,8.535,121.58,63.581,109.622,12.255,11.324,44.776,0.06,0.055,0.219,0,0,NA,NA,NA,0.288,11.812,523.929,0,0,0,911.823,11.523,NA,273.689,0.253,0,0,0,0,1.593,1.802,120.985,12.195,10.88,1.097,6.96,0.702,0.59,0.059,NA,NA,2.715,0.001,0.003,0.423,0,0.002,0.001,0.034,0,0,0,0.149,0.004,NA,0,0,2.288,0.006,NA,17.88,15.8,NA,NA,1082.20415002536,"Afrique"
"126","Malta",1995,"MLT",381860,6229765120,0,0,2.439,-0.209,-7.874,2.366,-0.209,-8.099,6.196,0.38,0.24,6.388,0.392,0.248,0.123,0.322,3.699,9.686,0.594,0,44.736,40.999,6.407,0,0,-3.957,38.32,0.009,25775.016,1.58,0,0,0,0,6.887,6.887,-0.073,-0.192,0.18,0.471,0.07,0.183,2.315,6.062,0.004,0.002,9.842,0,0.01,0.008,0.001,0,0.005,0.003,0.001,0,0,-0.001,0.012,0,0,0,-0.001,0.025,0.001,2.63,2.63,1.259,51.62,16314.2647043419,"Europe"
"127","Marshall Islands",1995,"MHL",50723,NA,0,0,0.088,0.004,4.348,NA,NA,NA,NA,NA,NA,1.734,NA,NA,0,0,NA,NA,NA,0,0.333,NA,0,0,0,NA,0.333,NA,NA,NA,0,0,0,0,2.366,2.366,NA,NA,0.03,0.591,0,0,0.088,1.734,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0.001,NA,0.12,0.12,NA,NA,NA,"Océanie"
"128","Martinique",1995,"MTQ",409952,NA,0,0,2.057,0.028,1.356,2.35,0.247,11.765,5.732,NA,0.293,5.017,NA,0.256,0,0,NA,NA,NA,0,33.754,49.949,0,0,0,16.195,33.754,NA,19578.129,NA,0,0,0,0,NA,NA,0.293,0.715,NA,NA,NA,NA,2.057,5.017,NA,NA,8.026,0,0.009,0.008,0,0,0.004,0.003,0,0,0,0.003,0.011,NA,0,0,0.006,0.022,NA,NA,NA,NA,NA,NA,"Amérique"
"129","Mauritania",1995,"MRT",2380345,3768651776,0,0,1.015,0.059,6.13,2.737,-1.297,-32.153,1.15,0.726,0.196,0.426,0.269,0.073,0.011,0.005,NA,NA,NA,0,26.172,75.379,0.422,0,0,49.208,25.75,NA,5873.274,3.71,0,0,0,0,2.974,3.142,1.722,0.723,4.08,1.714,1.83,0.769,1.004,0.422,NA,NA,13.98,0,0.004,0.01,0,0,0.003,0.005,0,0,0,0.008,0.008,NA,0,0,0.033,0.011,NA,7.48,7.08,NA,NA,1583.23762983937,"Afrique"
"130","Mauritius",1995,"MUS",1160218,14115228672,0,0,1.828,0.205,12.641,1.792,0.205,12.933,1.544,0.127,0.173,1.576,0.13,0.177,0.168,0.145,3.55,3.06,0.252,0,28.521,26.908,2.438,0,0,-4.36,26.082,NA,8915.209,0.733,0,0,0,0,2.396,2.379,-0.037,-0.032,0.95,0.819,0.26,0.224,1.66,1.431,NA,NA,10.344,0,0.008,0.006,0.002,0,0.003,0.002,0.001,0,0,-0.001,0.008,NA,0,0,-0.001,0.018,NA,2.76,2.78,1.722,94.189,12166.0142076748,"Afrique"
"131","Mayotte",1995,"MYT",124957,NA,0,0,0.11,0.011,10.751,0.11,-0.026,-19.042,0.882,NA,NA,0.882,NA,NA,0,0,NA,NA,NA,0,0.525,1.441,0,0,0,0.916,0.525,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.11,0.882,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.001,NA,NA,NA,NA,NA,NA,"Afrique"
"132","Mexico",1995,"MEX",89969568,916478951424,11.033,0.123,331.597,-19.932,-5.67,462.255,-29.568,-6.012,5.138,0.504,0.328,3.686,0.362,0.236,22.266,0.247,322.435,3.584,0.352,250.726,9009.231,20682.736,494.419,298.872,1295.996,13228.688,6669.219,NA,15647.723,1.536,4.133,0.046,56.92,0.633,4.967,5.24,130.658,1.452,102.79,1.142,37.63,0.418,237.244,2.637,NA,NA,1407.819,1.773,1.414,1.608,0.253,1.666,0.976,1.349,0.103,3.161,1.304,2.154,2.111,NA,1.687,1.352,2.471,2.534,NA,471.42,446.88,-9.162,-2.763,10186.5438703007,"Amérique"
"133","Moldova",1995,"MDA",4461238,15569821696,0.249,0.056,11.405,-1.022,-8.22,11.882,-1.315,-9.962,2.663,0.763,0.358,2.557,0.733,0.344,2.246,0.503,NA,NA,NA,25.597,1205.619,1836.706,390.5,3.596,140.866,654.024,645.059,NA,7440.083,2.132,0,0,5.859,1.313,4.156,4.089,0.476,0.107,4.91,1.101,1.46,0.327,3.052,0.684,NA,NA,33.192,0.04,0.049,0.041,0.026,0.17,0.131,0.12,0.081,0.038,0.142,0.107,0.204,NA,0,0.139,0.009,0.033,NA,18.24,18.54,NA,NA,3490.02265649131,"Europe"
"134","Mongolia",1995,"MNG",2330339,4952892928,0.04,0.017,7.837,-0.028,-0.352,10.255,-1.31,-11.328,4.401,2.071,0.238,3.363,1.582,0.182,6.841,2.935,5.945,2.551,1.2,2.165,209.723,828.609,156.286,0,0,1143.571,51.272,NA,18526.109,8.717,0,0,0,0,11.977,13.839,2.418,1.038,9.21,3.952,8.58,3.682,0.956,0.41,NA,NA,43.172,0.006,0.033,0.036,0.078,0.014,0.023,0.054,0.033,0,0,0.186,0.016,NA,0,0,0.046,0.01,NA,32.25,27.91,-1.892,-24.141,2125.39588789442,"Asie"
